1,1,0.0055248618784530384,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
1,2,0.0055248618784530384,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
2,1,0.011049723756906077,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
2,2,0.011049723756906077,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
3,1,0.016574585635359115,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
3,2,0.016574585635359115,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
4,1,0.022099447513812154,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
4,2,0.022099447513812154,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
5,1,0.027624309392265192,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
5,2,0.027624309392265192,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
6,1,0.03314917127071823,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
6,2,0.03314917127071823,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
7,1,0.03867403314917127,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
7,2,0.03867403314917127,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
8,1,0.04419889502762431,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
8,2,0.04419889502762431,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
9,1,0.049723756906077346,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
9,2,0.049723756906077346,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
10,1,0.055248618784530384,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
10,2,0.055248618784530384,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
11,1,0.06077348066298342,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
11,2,0.06077348066298342,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
12,1,0.06629834254143646,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
12,2,0.06629834254143646,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
13,1,0.0718232044198895,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
13,2,0.0718232044198895,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
14,1,0.07734806629834254,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
14,2,0.07734806629834254,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
15,1,0.08287292817679558,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
15,2,0.08287292817679558,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
16,1,0.08839779005524862,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
16,2,0.08839779005524862,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
17,1,0.09392265193370165,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
17,2,0.09392265193370165,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
18,1,0.09944751381215469,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
18,2,0.09944751381215469,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
19,1,0.10497237569060773,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
19,2,0.10497237569060773,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
20,1,0.11049723756906077,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
20,2,0.11049723756906077,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
21,1,0.11602209944751381,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
21,2,0.11602209944751381,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
22,1,0.12154696132596685,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
22,2,0.12154696132596685,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
23,1,0.1270718232044199,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
23,2,0.1270718232044199,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
24,1,0.13259668508287292,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
24,2,0.13259668508287292,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
25,1,0.13812154696132597,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
25,2,0.13812154696132597,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
26,1,0.143646408839779,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
26,2,0.143646408839779,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
27,1,0.14917127071823205,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
27,2,0.14917127071823205,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
28,1,0.15469613259668508,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
28,2,0.15469613259668508,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
29,1,0.16022099447513813,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
29,2,0.16022099447513813,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
30,1,0.16574585635359115,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
30,2,0.16574585635359115,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
31,1,0.1712707182320442,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
31,2,0.1712707182320442,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
32,1,0.17679558011049723,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
32,2,0.17679558011049723,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
33,1,0.18232044198895028,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
33,2,0.18232044198895028,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
34,1,0.1878453038674033,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
34,2,0.1878453038674033,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
35,1,0.19337016574585636,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
35,2,0.19337016574585636,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
36,1,0.19889502762430938,Agent@8,(Offer  bid:Bid[Pie: a1000, ])
36,2,0.19889502762430938,Caduceus@9,(Offer  bid:Bid[Pie: a0, ])
